FID,DZ11CD,DZ11NM
2343,S01008902,Drylaw - 04
2344,S01008903,Drylaw - 05
2345,S01008904,West Pilton - 01
2346,S01008905,West Pilton - 02
2347,S01008600,Newington and Dalkeith Road - 02
2348,S01008601,Newington and Dalkeith Road - 03
2349,S01008602,Newington and Dalkeith Road - 04
2350,S01008603,Newington and Dalkeith Road - 05
2351,S01008604,The Grange - 01
2352,S01008605,The Grange - 02
2353,S01008647,Polwarth - 03
2354,S01008648,Polwarth - 04
2355,S01008649,Polwarth - 05
2356,S01008650,Polwarth - 06
2357,S01008651,Dalry and Fountainbridge - 01
2358,S01008652,Dalry and Fountainbridge - 02
2359,S01008653,Dalry and Fountainbridge - 03
2360,S01008654,Dalry and Fountainbridge - 04
2361,S01008655,Dalry and Fountainbridge - 05
2362,S01008517,Morningside and Craighouse - 04
2363,S01008518,Morningside and Craighouse - 05
2364,S01008519,Greenbank and The Braids - 01
2365,S01008520,Greenbank and The Braids - 02
2366,S01008521,Greenbank and The Braids - 03
2367,S01008522,Greenbank and The Braids - 04
2368,S01008523,Greenbank and The Braids - 05
2369,S01008524,Colinton Mains and Firrhill - 01
2370,S01008525,Colinton Mains and Firrhill - 02
2371,S01008526,Colinton Mains and Firrhill - 03
2372,S01008527,Colinton Mains and Firrhill - 04
2373,S01008528,Colinton Mains and Firrhill - 05
2374,S01008529,Oxgangs - 01
2375,S01008530,Oxgangs - 02
2376,S01008531,Oxgangs - 03
2377,S01008532,Oxgangs - 04
2378,S01008533,Comiston and Swanston - 01
2379,S01008534,Comiston and Swanston - 02
2380,S01008535,Comiston and Swanston - 03
2381,S01008536,Comiston and Swanston - 04
2382,S01008537,Comiston and Swanston - 05
2383,S01008538,Comiston and Swanston - 06
2384,S01008539,Comiston and Swanston - 07
2385,S01008540,Comiston and Swanston - 08
2386,S01008541,Fairmilehead - 01
2387,S01008542,Fairmilehead - 02
2388,S01008543,Fairmilehead - 03
2389,S01008544,Fairmilehead - 04
2390,S01008545,Fairmilehead - 05
2391,S01008546,Fairmilehead - 06
2392,S01008547,Gilmerton South and the Murrays - 01
2393,S01008548,Gilmerton South and the Murrays - 02
2394,S01008549,Gilmerton South and the Murrays - 03
2395,S01008550,Mortonhall and Anwickhill - 01
2396,S01008551,Mortonhall and Anwickhill - 02
2397,S01008552,Mortonhall and Anwickhill - 03
2398,S01008553,"Gracemount, Southhouse and Burdiehouse - 01"
2399,S01008554,"Gracemount, Southhouse and Burdiehouse - 02"
2400,S01008555,"Gracemount, Southhouse and Burdiehouse - 03"
2401,S01009256,Bo'ness - Kinneil - 04
2402,S01009257,Bo'ness - Kinneil - 05
2403,S01009258,"Blackness, Bo'ness - Carriden and Grahamsdyke - 01"
2404,S01009259,"Blackness, Bo'ness - Carriden and Grahamsdyke - 02"
2405,S01009260,"Blackness, Bo'ness - Carriden and Grahamsdyke - 03"
2406,S01009206,Polmont - 02
2407,S01009261,"Blackness, Bo'ness - Carriden and Grahamsdyke - 04"
2408,S01009262,"Blackness, Bo'ness - Carriden and Grahamsdyke - 05"
2409,S01009263,"Blackness, Bo'ness - Carriden and Grahamsdyke - 06"
2410,S01009207,Polmont - 03
2411,S01009006,Queensferry East - 04
2412,S01009264,Kincardine North and Tulliallan
2413,S01009106,Stenhousemuir East - 04
2414,S01009208,Polmont - 04
2415,S01009056,"Fankerton, Stoneywood and Denny Town - 02"
2416,S01008956,East Craigs North - 02
2417,S01009007,Queensferry East - 05
2418,S01009265,Kincardine West
2419,S01009107,Stenhousemuir East - 05
2420,S01009209,Polmont - 05
2421,S01009156,Falkirk - Bantaskin - 03
2422,S01009057,"Fankerton, Stoneywood and Denny Town - 03"
2423,S01008957,East Craigs North - 03
2424,S01009008,Queensferry East - 06
2425,S01009266,Kincardine East
2426,S01009267,Kincardine South
2427,S01009268,Blairhall and Landward
2428,S01009269,Oakley North
2429,S01009270,Comrie East
2430,S01009271,Comrie West
2431,S01009272,Oakley East
2432,S01009273,Saline North
2433,S01009274,Saline South
2434,S01009275,Knock Hill Landward
2435,S01009276,Carnock
2436,S01009277,Gowkhall and Landward
2437,S01009278,Torryburn
2438,S01009279,Newmills
2439,S01009280,High Valleyfield East
2440,S01009281,High Valleyfield West
2441,S01009282,Culross and Low Valleyfield
2442,S01009283,Crombie
2443,S01009284,Cairneyhill East
2444,S01009285,Cairneyhill North
2445,S01009286,Cairneyhill West
2446,S01009287,Limekilns
2447,S01009288,Charlestown and Bellknowes
2448,S01009289,Crossford East and Berrylaw
2449,S01009290,Crossford West
2450,S01009291,Crossford South
2451,S01009292,Wellwood
2452,S01009293,Milesmark East
2453,S01009294,Milesmark West
2454,S01009295,Beveridgewell West
2455,S01009296,Beveridgewell Western and Parkneuk
2456,S01009297,Beveridgewell East
2457,S01009298,Balbridgeburn North
2458,S01009299,Pittencrieff
2459,S01009300,Balbridgeburn South
2460,S01009301,Broomhead
2461,S01009302,Headwell East
2462,S01009303,Bellyeoman South West
2463,S01009304,Headwell North
2464,S01009305,Headwell Central
2465,S01008958,East Craigs North - 04
2466,S01009157,Falkirk - Bantaskin - 04
2467,S01009108,Stenhousemuir - Antonshill - 01
2468,S01008959,East Craigs North - 05
2469,S01009009,Queensferry West - 01
2470,S01009210,Polmont - 06
2471,S01009058,"Fankerton, Stoneywood and Denny Town - 04"
2472,S01009158,Falkirk - Bantaskin - 05
2473,S01009109,Stenhousemuir - Antonshill - 02
2474,S01008960,East Craigs South - 01
2475,S01009010,Queensferry West - 02
2476,S01009211,Redding - 01
2477,S01009059,"Fankerton, Stoneywood and Denny Town - 05"
2478,S01009159,Falkirk - Camelon East - 01
2479,S01009110,Stenhousemuir - Antonshill - 03
2480,S01008961,East Craigs South - 02
2481,S01009011,Queensferry West - 03
2482,S01009212,Redding - 02
2483,S01009060,"Fankerton, Stoneywood and Denny Town - 06"
2484,S01009160,Falkirk - Camelon East - 02
2485,S01009111,Stenhousemuir - Antonshill - 04
2486,S01008962,East Craigs South - 03
2487,S01009012,Queensferry West - 04
2488,S01009213,Redding - 03
2489,S01009061,Denny - Nethermains - 01
2490,S01009161,Falkirk - Camelon East - 03
2491,S01009112,Stenhousemuir - Antonshill - 05
2492,S01008963,East Craigs South - 04
2493,S01009013,Queensferry West - 05
2494,S01009214,Redding - 04
2495,S01009062,Denny - Nethermains - 02
2496,S01009162,Falkirk - Camelon East - 04
2497,S01009113,Carron - 01
2498,S01008964,East Craigs South - 05
2499,S01009014,Barra and South Uist - 01
2500,S01009215,Laurieston and Westquarter - 01
2501,S01009063,Denny - Nethermains - 03
2502,S01009163,Falkirk - Camelon East - 05
2503,S01009114,Carron - 02
2504,S01008965,East Craigs South - 06
2505,S01009015,Barra and South Uist - 02
2506,S01009216,Laurieston and Westquarter - 02
2507,S01009064,Denny - Nethermains - 04
2508,S01009164,Falkirk - Camelon West - 01
2509,S01009115,Carron - 03
2510,S01008966,East Craigs South - 07
2511,S01009016,Barra and South Uist - 03
2512,S01009116,Carron - 04
2513,S01009217,Laurieston and Westquarter - 03
2514,S01008906,West Pilton - 03
2515,S01009117,Carronshore - 01
2516,S01009065,Denny - Nethermains - 05
2517,S01009218,Laurieston and Westquarter - 04
2518,S01008907,West Pilton - 04
2519,S01009017,Barra and South Uist - 04
2520,S01008967,Corstorphine North - 01
2521,S01009165,Falkirk - Camelon West - 02
2522,S01009219,Grangemouth - Newlands - 01
2523,S01008968,Corstorphine North - 02
2524,S01009018,Barra and South Uist - 05
2525,S01009066,Denny - Nethermains - 06
2526,S01009166,Falkirk - Camelon West - 03
2527,S01009118,Carronshore - 02
2528,S01009220,Grangemouth - Newlands - 02
2529,S01008969,Corstorphine North - 03
2530,S01009019,Benbecula and North Uist - 01
2531,S01009067,Head of Muir and Dennyloanhead - 01
2532,S01009167,Falkirk - Camelon West - 04
2533,S01009119,Carronshore - 03
2534,S01009221,Grangemouth - Newlands - 03
2535,S01008970,Corstorphine - 01
2536,S01009020,Benbecula and North Uist - 02
2537,S01009068,Head of Muir and Dennyloanhead - 02
2538,S01009168,Falkirk - Tamfourhill - 01
2539,S01009120,Carronshore - 04
2540,S01009222,Grangemouth - Newlands - 04
2541,S01008971,Corstorphine - 02
2542,S01009021,Benbecula and North Uist - 03
2543,S01009069,Head of Muir and Dennyloanhead - 03
2544,S01009169,Falkirk - Tamfourhill - 02
2545,S01009121,Carse and Grangemouth Old Town - 01
2546,S01009223,Grangemouth - Newlands - 05
2547,S01008972,Corstorphine - 03
2548,S01009022,Benbecula and North Uist - 04
2549,S01009070,Head of Muir and Dennyloanhead - 04
2550,S01009170,Falkirk - Tamfourhill - 03
2551,S01009122,Carse and Grangemouth Old Town - 02
2552,S01009224,Grangemouth - Newlands - 06
2553,S01008973,Corstorphine - 04
2554,S01009023,Harris - 01
2555,S01009071,"Banknock, Haggs and Longcroft - 01"
2556,S01009171,Falkirk - Tamfourhill - 04
2557,S01009123,Carse and Grangemouth Old Town - 03
2558,S01009225,Grangemouth - Newlands - 07
2559,S01008974,Corstorphine - 05
2560,S01009024,Harris - 02
2561,S01009072,"Banknock, Haggs and Longcroft - 02"
2562,S01009172,Falkirk - Lochgreen and Lionthorn - 01
2563,S01009124,Carse and Grangemouth Old Town - 04
2564,S01009226,Grangemouth - Newlands - 08
2565,S01008975,Corstorphine - 06
2566,S01009025,South Lewis - 01
2567,S01009073,"Banknock, Haggs and Longcroft - 03"
2568,S01009173,Falkirk - Lochgreen and Lionthorn - 02
2569,S01009125,Carse and Grangemouth Old Town - 05
2570,S01009227,Grangemouth - Town Centre - 01
2571,S01008976,Corstorphine - 07
2572,S01009026,South Lewis - 02
2573,S01009074,"Banknock, Haggs and Longcroft - 04"
2574,S01009174,Falkirk - Lochgreen and Lionthorn - 03
2575,S01009126,Falkirk - Bainsford and Langlees - 01
2576,S01009228,Grangemouth - Town Centre - 02
2577,S01008977,Carrick Knowe - 01
2578,S01009027,South Lewis - 03
2579,S01009075,"Banknock, Haggs and Longcroft - 05"
2580,S01009175,Falkirk - Lochgreen and Lionthorn - 04
2581,S01009127,Falkirk - Bainsford and Langlees - 02
2582,S01009229,Grangemouth - Town Centre - 03
2583,S01008978,Carrick Knowe - 02
2584,S01009028,Northwest Lewis - 01
2585,S01009076,"Banknock, Haggs and Longcroft - 06"
2586,S01009176,Falkirk - Lochgreen and Lionthorn - 05
2587,S01009128,Falkirk - Bainsford and Langlees - 03
2588,S01009230,Grangemouth - Town Centre - 04
2589,S01008979,Carrick Knowe - 03
2590,S01009029,Northwest Lewis - 02
2591,S01009030,Northwest Lewis - 03
2592,S01009031,Northwest Lewis - 04
2593,S01009032,Northwest Lewis - 05
2594,S01009033,Northwest Lewis - 06
2595,S01009034,Broadbay - 01
2596,S01009035,Broadbay - 02
2597,S01009036,Broadbay - 03
2598,S01009037,Broadbay - 04
2599,S01009038,Stornoway West - 01
2600,S01009039,Stornoway West - 02
2601,S01009040,Stornoway West - 03
2602,S01009041,Stornoway West - 04
2603,S01009042,Stornoway East - 01
2604,S01009043,Stornoway East - 02
2605,S01009044,Stornoway East - 03
2606,S01009045,Stornoway East - 04
2607,S01009046,Point - 01
2608,S01009047,Point - 02
2609,S01009048,Point - 03
2610,S01009049,Point - 04
2611,S01009050,Dunipace - 01
2612,S01009051,Dunipace - 02
2613,S01009052,Dunipace - 03
2614,S01009053,Dunipace - 04
2615,S01009054,Dunipace - 05
2616,S01009055,"Fankerton, Stoneywood and Denny Town - 01"
2617,S01008908,West Pilton - 05
2618,S01009077,Bonnybridge - 01
2619,S01009177,Hallglen and Glen Village - 01
2620,S01009231,Grangemouth - Town Centre - 05
2621,S01009078,Bonnybridge - 02
2622,S01008980,Carrick Knowe - 04
2623,S01009178,Hallglen and Glen Village - 02
2624,S01009129,Falkirk - Bainsford and Langlees - 04
2625,S01009232,Grangemouth - Kersiebank - 01
2626,S01009079,Bonnybridge - 03
2627,S01008981,Corstorphine South - 01
2628,S01009179,Hallglen and Glen Village - 03
2629,S01009130,Falkirk - Bainsford and Langlees - 05
2630,S01009233,Grangemouth - Kersiebank - 02
2631,S01009080,Bonnybridge - 04
2632,S01008982,Corstorphine South - 02
2633,S01009180,Hallglen and Glen Village - 04
2634,S01009131,Falkirk - Bainsford and Langlees - 06
2635,S01009234,Grangemouth - Kersiebank - 03
2636,S01009081,Bonnybridge - 05
2637,S01008983,Corstorphine South - 03
2638,S01009181,Shieldhill - 01
2639,S01009132,Falkirk - Merchiston and New Carron Village - 01
2640,S01009235,Grangemouth - Kersiebank - 04
2641,S01009082,Bonnybridge - 06
2642,S01008984,Corstorphine South - 04
2643,S01009182,Shieldhill - 02
2644,S01009133,Falkirk - Merchiston and New Carron Village - 02
2645,S01009236,Grangemouth - Kersiebank - 05
2646,S01009083,High Bonnybridge and Greenhill - 01
2647,S01008985,Corstorphine South - 05
2648,S01009183,Shieldhill - 03
2649,S01009134,Falkirk - Merchiston and New Carron Village - 03
2650,S01009237,Grangemouth - Kersiebank - 06
2651,S01009084,High Bonnybridge and Greenhill - 02
2652,S01008986,Corstorphine South - 06
2653,S01009184,Braes Villages - 01
2654,S01009135,Falkirk - Merchiston and New Carron Village - 04
2655,S01009238,Grangemouth - Bowhouse - 01
2656,S01009085,High Bonnybridge and Greenhill - 03
2657,S01008987,South Gyle - 01
2658,S01009185,Braes Villages - 02
2659,S01009136,Falkirk - Merchiston and New Carron Village - 05
2660,S01009239,Grangemouth - Bowhouse - 02
2661,S01009086,High Bonnybridge and Greenhill - 04
2662,S01008988,South Gyle - 02
2663,S01009186,Braes Villages - 03
2664,S01009137,Falkirk - Merchiston and New Carron Village - 06
2665,S01009240,Grangemouth - Bowhouse - 03
2666,S01009087,High Bonnybridge and Greenhill - 05
2667,S01008989,South Gyle - 03
2668,S01009187,Braes Villages - 04
2669,S01009138,Falkirk - Grahamston - 01
2670,S01009241,Grangemouth - Bowhouse - 04
2671,S01009088,Larbert - North Broomage and Inches - 01
2672,S01009089,Larbert - North Broomage and Inches - 02
2673,S01009090,Larbert - North Broomage and Inches - 03
2674,S01009091,Larbert - North Broomage and Inches - 04
2675,S01009092,Larbert - North Broomage and Inches - 05
2676,S01009093,Larbert - North Broomage and Inches - 06
2677,S01009094,Larbert - South Broomage and Village - 01
2678,S01009095,Larbert - South Broomage and Village - 02
2679,S01009096,Larbert - South Broomage and Village - 03
2680,S01009097,Larbert - South Broomage and Village - 04
2681,S01009098,Larbert - South Broomage and Village - 05
2682,S01009099,Stenhousemuir West - 01
2683,S01009100,Stenhousemuir West - 02
2684,S01009101,Stenhousemuir West - 03
2685,S01009102,Stenhousemuir West - 04
2686,S01009103,Stenhousemuir East - 01
2687,S01009104,Stenhousemuir East - 02
2688,S01009105,Stenhousemuir East - 03
2689,S01008909,Boswall and Pilton - 01
2690,S01009139,Falkirk - Grahamston - 02
2691,S01008910,Boswall and Pilton - 02
2692,S01009242,Grangemouth - Bowhouse - 05
2693,S01008990,South Gyle - 04
2694,S01009140,Falkirk - Grahamston - 03
2695,S01009188,Braes Villages - 05
2696,S01008911,Boswall and Pilton - 03
2697,S01009243,Bo'ness - Douglas - 01
2698,S01008991,South Gyle - 05
2699,S01009141,Falkirk - Grahamston - 04
2700,S01009189,Braes Villages - 06
2701,S01008912,Boswall and Pilton - 04
2702,S01009244,Bo'ness - Douglas - 02
2703,S01008992,South Gyle - 06
2704,S01009142,Falkirk - Grahamston - 05
2705,S01009190,Reddingmuirhead and Overton - 01
2706,S01008913,Boswall and Pilton - 05
2707,S01009245,Bo'ness - Douglas - 03
2708,S01008993,"Ratho, Ingliston and Gogar - 01"
2709,S01009143,Falkirk - Middlefield - 01
2710,S01009191,Reddingmuirhead and Overton - 02
2711,S01008914,Boswall and Pilton - 06
2712,S01009246,Bo'ness - Douglas - 04
2713,S01008994,"Ratho, Ingliston and Gogar - 02"
2714,S01009144,Falkirk - Middlefield - 02
2715,S01009192,Reddingmuirhead and Overton - 03
2716,S01008915,Boswall and Pilton - 07
2717,S01009247,Bo'ness - Douglas - 05
2718,S01008995,"Ratho, Ingliston and Gogar - 03"
2719,S01009145,Falkirk - Middlefield - 03
2720,S01009193,Reddingmuirhead and Overton - 04
2721,S01008916,Granton South and Wardieburn - 01
2722,S01009248,Bo'ness - Newtown - 01
2723,S01008996,"Ratho, Ingliston and Gogar - 04"
2724,S01009146,Falkirk - Middlefield - 04
2725,S01009194,Brightons and Wallacestone - 01
2726,S01008917,Granton South and Wardieburn - 02
2727,S01009249,Bo'ness - Newtown - 02
2728,S01008997,"Dalmeny, Kirkliston and Newbridge - 01"
2729,S01009147,Falkirk - Middlefield - 05
2730,S01009195,Brightons and Wallacestone - 02
2731,S01008918,Granton South and Wardieburn - 03
2732,S01009250,Bo'ness - Newtown - 03
2733,S01008998,"Dalmeny, Kirkliston and Newbridge - 02"
2734,S01009148,Falkirk - Middlefield - 06
2735,S01009196,Brightons and Wallacestone - 03
2736,S01008919,Granton South and Wardieburn - 04
2737,S01009251,Bo'ness - Newtown - 04
2738,S01008999,"Dalmeny, Kirkliston and Newbridge - 03"
2739,S01009149,Falkirk - Town Centre and Callendar Park - 01
2740,S01009197,Brightons and Wallacestone - 04
2741,S01008920,Granton and Royston Mains - 01
2742,S01009252,Bo'ness - Newtown - 05
2743,S01009000,"Dalmeny, Kirkliston and Newbridge - 04"
2744,S01009150,Falkirk - Town Centre and Callendar Park - 02
2745,S01009198,Brightons and Wallacestone - 05
2746,S01008921,Granton and Royston Mains - 02
2747,S01008922,Granton and Royston Mains - 03
2748,S01008923,Granton and Royston Mains - 04
2749,S01008924,Granton West and Salvesen - 01
2750,S01008925,Granton West and Salvesen - 02
2751,S01008926,Granton West and Salvesen - 03
2752,S01008927,Granton West and Salvesen - 04
2753,S01008928,Granton West and Salvesen - 05
2754,S01008929,Muirhouse - 01
2755,S01008930,Muirhouse - 02
2756,S01008931,Muirhouse - 03
2757,S01008932,Muirhouse - 04
2758,S01008933,Muirhouse - 05
2759,S01008934,Muirhouse - 06
2760,S01008935,Silverknowes and Davidson's Mains - 01
2761,S01008936,Silverknowes and Davidson's Mains - 02
2762,S01008937,Silverknowes and Davidson's Mains - 03
2763,S01008938,Silverknowes and Davidson's Mains - 04
2764,S01008939,Silverknowes and Davidson's Mains - 05
2765,S01008940,Silverknowes and Davidson's Mains - 06
2766,S01008941,Cramond - 01
2767,S01008942,Cramond - 02
2768,S01008943,Cramond - 03
2769,S01008944,"Barnton, Cammo and Cramond South - 01"
2770,S01008945,"Barnton, Cammo and Cramond South - 02"
2771,S01008946,"Barnton, Cammo and Cramond South - 03"
2772,S01008947,"Barnton, Cammo and Cramond South - 04"
2773,S01008948,Clermiston and Drumbrae - 01
2774,S01008949,Clermiston and Drumbrae - 02
2775,S01008950,Clermiston and Drumbrae - 03
2776,S01008951,Clermiston and Drumbrae - 04
2777,S01008952,Clermiston and Drumbrae - 05
2778,S01008953,Clermiston and Drumbrae - 06
2779,S01008954,Clermiston and Drumbrae - 07
2780,S01008955,East Craigs North - 01
2781,S01009001,"Dalmeny, Kirkliston and Newbridge - 05"
2782,S01009002,"Dalmeny, Kirkliston and Newbridge - 06"
2783,S01009003,Queensferry East - 01
2784,S01009199,Maddiston and Rumford - 01
2785,S01009004,Queensferry East - 02
2786,S01009151,Falkirk - Town Centre and Callendar Park - 03
2787,S01009253,Bo'ness - Kinneil - 01
2788,S01009200,Maddiston and Rumford - 02
2789,S01009005,Queensferry East - 03
2790,S01009152,Falkirk - Town Centre and Callendar Park - 04
2791,S01009254,Bo'ness - Kinneil - 02
2792,S01009201,Maddiston and Rumford - 03
2793,S01009153,Falkirk - Town Centre and Callendar Park - 05
2794,S01009255,Bo'ness - Kinneil - 03
2795,S01009202,Maddiston and Rumford - 04
2796,S01009154,Falkirk - Bantaskin - 01
2797,S01009203,Maddiston and Rumford - 05
2798,S01009155,Falkirk - Bantaskin - 02
2799,S01009204,Maddiston and Rumford - 06
2800,S01009205,Polmont - 01
2801,S01009406,Crossgates North
2802,S01009407,Crossgates North East
2803,S01009408,Crossgates North Knowe
2804,S01009409,Hill of Beath and Landward
2805,S01009410,Beath Woodend
